day,date,hospitalized,icu,ventilated
57,10/28/21,82.12921624,46.0385743,26.73053998
58,10/29/21,76.04883583,42.60376626,24.7292032
59,10/30/21,70.45939733,39.44636715,22.88930741
60,10/31/21,65.31978726,36.54363137,21.19780782
61,11/1/21,60.59199013,33.87437721,19.64250058
62,11/2/21,56.24098881,31.4189797,18.2120361
63,11/3/21,52.23462725,29.15933146,16.89591005
64,11/4/21,48.54344964,27.07878145,15.68443849
65,11/5/21,45.14052642,25.16205923,14.56872213
66,11/6/21,42.00127522,23.39519074,13.54060365
67,11/7/21,39.1032822,21.76540992,12.59262101
68,11/8/21,36.42612802,20.26106948,11.71795902
69,11/9/21,33.95122106,18.87155322,10.91040085
70,11/10/21,31.66163969,17.58719128,10.16428054
71,11/11/21,29.5419845,16.39917972,9.474437362
72,11/12/21,27.57824109,15.29950476,8.836172586
73,11/13/21,25.75765335,14.28087222,8.245208871
74,11/14/21,24.06860708,13.33664218,7.697652496
75,11/15/21,22.50052353,12.46076881,7.189958441
76,11/16/21,21.04376234,11.64774528,6.718898276
77,11/17/21,19.68953331,10.8925534,6.281530761
78,11/18/21,18.42981629,10.19061781,5.875175016
79,11/19/21,17.25728868,9.537764363,5.497386111
80,11/20/21,16.16525987,8.930182372,5.145932906
81,11/21/21,15.14761187,8.364390492,4.81877797
82,11/22/21,14.19874589,7.837205824,4.5140594
83,11/23/21,13.31353395,7.345716028,4.230074397
84,11/24/21,12.4872754,6.887254148,3.965264425
85,11/25/21,11.71565751,6.459375881,3.718201812
86,11/26/21,10.99472011,6.059839085,3.487577665
87,11/27/21,10.32082356,5.686585281,3.272190956
88,11/28/21,9.690619885,5.337722972,3.07093869
89,11/29/21,9.101026767,5.011512583,2.882807017
90,11/30/21,8.54920399,4.706352876,2.706863222
91,12/1/21,8.032532207,4.420768676,2.542248492
92,12/2/21,7.548593722,4.153399788,2.38817138
93,12/3/21,7.095155126,3.902990976,2.243901899
94,12/4/21,6.67015156,3.6683829,2.108766189
95,12/5/21,6.271672481,3.448503919,1.982141684
96,12/6/21,5.897948744,3.242362657,1.863452743
97,12/7/21,5.547340892,3.049041279,1.752166689
98,12/8/21,5.218328521,2.867689378,1.647790219
99,12/9/21,4.909500615,2.697518438,1.549866149
100,12/10/21,4.61954676,2.537796797,1.457970453
